stock_adjustment_items	stock_adjustment_items_update_summary	UPDATE	AFTER	EXECUTE FUNCTION update_adjustment_summary()
stock_adjustment_items	stock_adjustment_items_update_summary	INSERT	AFTER	EXECUTE FUNCTION update_adjustment_summary()
stock_adjustments	stock_adjustments_before_insert	INSERT	BEFORE	EXECUTE FUNCTION stock_adjustments_generate_code()
stock_adjustments	stock_adjustments_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
subscription_plans	update_subscription_plans_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
supplement_requests	update_supplement_requests_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
telegram_connections	update_telegram_connections_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
telegram_groups	update_telegram_groups_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
tenants	after_tenant_insert	INSERT	AFTER	EXECUTE FUNCTION on_tenant_created()
tenants	tenants_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
tenants	trigger_calculate_grace_period	INSERT	BEFORE	EXECUTE FUNCTION calculate_grace_period_end()
tenants	trigger_calculate_grace_period	UPDATE	BEFORE	EXECUTE FUNCTION calculate_grace_period_end()
user_preferences	update_user_preferences_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
users	trg_check_created_by	UPDATE	BEFORE	EXECUTE FUNCTION check_created_by_required()
users	trg_check_created_by	INSERT	BEFORE	EXECUTE FUNCTION check_created_by_required()
users	trg_check_user_quota	INSERT	BEFORE	EXECUTE FUNCTION trigger_check_tenant_quota()
users	trg_create_staff_status_for_new_user	INSERT	AFTER	EXECUTE FUNCTION create_staff_status_for_new_user()
users	trg_mark_primary_owner	INSERT	BEFORE	EXECUTE FUNCTION mark_primary_owner()
users	users_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
vendors	vendors_before_insert	INSERT	BEFORE	EXECUTE FUNCTION vendors_generate_code()
vendors	vendors_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
warehouses	ensure_single_default_warehouse_trigger	INSERT	BEFORE	EXECUTE FUNCTION ensure_single_default_warehouse()
warehouses	ensure_single_default_warehouse_trigger	UPDATE	BEFORE	EXECUTE FUNCTION ensure_single_default_warehouse()
warehouses	update_warehouses_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
workflow_executions	update_workflow_stats_trigger	UPDATE	AFTER	EXECUTE FUNCTION update_workflow_stats()
